graph_id,graph_node,connection_data
2923,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
2924,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7)]"
2925,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
2926,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
2927,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
2928,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7)]"
2929,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
2930,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (3, 6), (5, 7), (6, 7)]"
2931,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (3, 6), (4, 7), (5, 7)]"
2932,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
2933,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (3, 6), (3, 7), (5, 7)]"
2934,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
2935,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
2936,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7)]"
2937,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
2938,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
2939,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7)]"
2940,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7)]"
2941,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7), (6, 7)]"
2942,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7)]"
2943,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
2944,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
2945,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (5, 7)]"
2946,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (5, 7), (6, 7)]"
2947,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (4, 7)]"
2948,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (4, 7), (5, 7)]"
2949,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (4, 7), (5, 7), (6, 7)]"
2950,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (5, 7)]"
2951,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 7), (5, 7)]"
2952,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6)]"
2953,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7)]"
2954,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (5, 7), (6, 7)]"
2955,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7)]"
2956,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7)]"
2957,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
2958,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7)]"
2959,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7)]"
2960,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (5, 7), (6, 7)]"
2961,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7)]"
2962,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
2963,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
2964,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
2965,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2966,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2967,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2968,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7)]"
2969,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
2970,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
2971,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2972,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
2973,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2974,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7)]"
2975,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
2976,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2977,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (5, 6), (5, 7), (6, 7)]"
2978,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (6, 7)]"
2979,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7)]"
2980,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2981,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6)]"
2982,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6), (6, 7)]"
2983,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7)]"
2984,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7)]"
2985,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6)]"
2986,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
2987,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
2988,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
2989,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7)]"
2990,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7)]"
2991,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7)]"
2992,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7)]"
2993,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7)]"
2994,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 7), (5, 7)]"
2995,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7)]"
2996,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7)]"
2997,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7)]"
2998,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7)]"
2999,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3000,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 7)]"
3001,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
3002,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3003,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (5, 7)]"
3004,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (6, 7)]"
3005,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 7)]"
3006,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3007,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (5, 7)]"
3008,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
3009,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
3010,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3011,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6)]"
3012,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (5, 7)]"
3013,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7)]"
3014,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (6, 7)]"
3015,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 7)]"
3016,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3017,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3018,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3019,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3020,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3021,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6)]"
3022,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
3023,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3024,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3025,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
3026,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
3027,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
3028,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7)]"
3029,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (6, 7)]"
3030,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7)]"
3031,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
3032,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (6, 7)]"
3033,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7)]"
3034,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
3035,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
3036,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
3037,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 7), (5, 7)]"
3038,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
3039,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
3040,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7)]"
3041,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7)]"
3042,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
3043,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (4, 7), (5, 7)]"
3044,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (4, 7), (5, 7), (6, 7)]"
3045,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7)]"
3046,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7)]"
3047,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (6, 7)]"
3048,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7)]"
3049,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
3050,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6)]"
3051,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7)]"
3052,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (6, 7)]"
3053,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7)]"
3054,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 7), (5, 7), (6, 7)]"
3055,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7)]"
3056,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (6, 7)]"
3057,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7)]"
3058,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (6, 7)]"
3059,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7)]"
3060,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]"
3061,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]"
3062,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7)]"
3063,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
3064,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
3065,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
3066,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3067,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
3068,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3069,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
3070,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3071,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 6), (4, 7), (5, 7)]"
3072,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]"
3073,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7)]"
3074,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (5, 7), (6, 7)]"
3075,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7)]"
3076,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]"
3077,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]"
3078,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]"
3079,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3080,8,"[(0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3081,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3082,8,"[(0, 4), (0, 5), (0, 7), (1, 4), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3083,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3084,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3085,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7)]"
3086,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3087,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
3088,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]"
3089,8,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3090,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
3091,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]"
3092,8,"[(0, 4), (0, 5), (0, 6), (0, 7), (1, 4), (1, 7), (2, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
