graph_id,graph_node,connection_data
217,7,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6)]"
218,7,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
219,7,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
220,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 6), (3, 5), (4, 6)]"
221,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 6), (3, 5), (3, 6)]"
222,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 6), (3, 5), (3, 6), (5, 6)]"
223,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 6), (3, 5), (3, 6), (4, 6)]"
224,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
225,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6)]"
226,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (4, 6)]"
227,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6)]"
228,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
229,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (5, 6)]"
230,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (4, 6)]"
231,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (4, 6), (5, 6)]"
232,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6)]"
233,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6), (4, 6)]"
234,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6)]"
235,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (5, 6)]"
236,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (4, 6)]"
237,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (4, 6), (5, 6)]"
238,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6)]"
239,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (5, 6)]"
240,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
241,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
242,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
243,7,"[(0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
244,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (4, 6), (5, 6)]"
245,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (5, 6)]"
246,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (4, 6)]"
247,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (3, 6), (4, 6), (5, 6)]"
248,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
249,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
250,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
251,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
252,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
253,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
254,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
255,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
256,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5)]"
257,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (4, 6)]"
258,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (4, 6), (5, 6)]"
259,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6)]"
260,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6), (5, 6)]"
261,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6), (4, 6)]"
262,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
263,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
264,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
265,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6)]"
266,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
267,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (5, 6)]"
268,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (3, 6), (4, 6), (5, 6)]"
269,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (5, 6)]"
270,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6)]"
271,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
272,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (5, 6)]"
273,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (4, 6)]"
274,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (4, 6), (5, 6)]"
275,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (5, 6)]"
276,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6)]"
277,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (5, 6)]"
278,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
279,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
280,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
281,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
282,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 5), (3, 6), (4, 6)]"
283,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 5), (3, 6), (4, 6), (5, 6)]"
284,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
285,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
286,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
287,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
288,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
289,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
290,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
291,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
292,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6)]"
293,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 6)]"
294,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6)]"
295,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 6)]"
296,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 6), (5, 6)]"
297,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6)]"
298,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
299,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
300,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (2, 4), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
301,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (4, 5), (4, 6), (5, 6)]"
302,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 5), (4, 6)]"
303,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
304,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 5), (4, 6)]"
305,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 5), (4, 6), (5, 6)]"
306,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5)]"
307,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
308,7,"[(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
309,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (2, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
310,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (3, 5), (3, 6), (4, 5), (5, 6)]"
311,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (3, 5), (3, 6), (4, 5), (4, 6)]"
312,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
313,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (4, 5), (5, 6)]"
314,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (4, 5), (4, 6)]"
315,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (4, 5), (4, 6), (5, 6)]"
316,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5)]"
317,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (5, 6)]"
318,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
319,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
320,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
321,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (3, 6), (4, 5), (4, 6), (5, 6)]"
322,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (5, 6)]"
323,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6)]"
324,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
325,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (3, 6), (4, 5), (4, 6), (5, 6)]"
326,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (4, 5), (4, 6), (5, 6)]"
327,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 6), (4, 5), (5, 6)]"
328,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6)]"
329,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
330,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (4, 5), (4, 6), (5, 6)]"
331,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 6), (4, 5), (5, 6)]"
332,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 6), (4, 5), (4, 6)]"
333,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 6), (4, 5), (4, 6), (5, 6)]"
334,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (4, 5), (5, 6)]"
335,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (4, 5), (4, 6), (5, 6)]"
336,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5)]"
337,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (5, 6)]"
338,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6)]"
339,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
340,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (3, 5), (3, 6), (4, 6)]"
341,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (4, 6)]"
342,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (5, 6)]"
343,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6)]"
344,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
345,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (4, 6)]"
346,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (3, 6), (5, 6)]"
347,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (3, 6), (4, 6)]"
348,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (3, 6), (4, 6), (5, 6)]"
349,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5)]"
350,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6)]"
351,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6), (5, 6)]"
352,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6)]"
353,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (5, 6)]"
354,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6)]"
355,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
356,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
357,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
358,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5)]"
359,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (5, 6)]"
360,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
361,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
362,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 6)]"
363,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6)]"
364,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (5, 6)]"
365,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
366,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
367,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 5), (3, 6), (4, 6)]"
368,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (4, 6)]"
369,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (5, 6)]"
370,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 6)]"
371,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 6), (5, 6)]"
372,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6)]"
373,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (5, 6)]"
374,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 6)]"
375,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 6), (5, 6)]"
376,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6)]"
377,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (5, 6)]"
378,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
379,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
380,7,"[(0, 3), (0, 5), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
381,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
382,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (4, 5), (4, 6), (5, 6)]"
383,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5)]"
384,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (5, 6)]"
385,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
386,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
387,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6)]"
388,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
389,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
390,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
391,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
392,7,"[(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
393,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (2, 5), (3, 4), (3, 6), (5, 6)]"
394,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (2, 5), (3, 4), (3, 6), (4, 6), (5, 6)]"
395,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (5, 6)]"
396,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 6)]"
397,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 6), (5, 6)]"
398,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 6), (4, 6)]"
399,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 6), (4, 6), (5, 6)]"
400,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (5, 6)]"
401,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 6)]"
402,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 6), (5, 6)]"
403,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 6), (4, 6)]"
404,7,"[(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 6), (4, 6), (5, 6)]"
405,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6)]"
406,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
407,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
408,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6)]"
409,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
410,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (3, 4), (3, 5), (3, 6), (4, 6), (5, 6)]"
411,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (4, 6), (5, 6)]"
412,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (5, 6)]"
413,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 6)]"
414,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 6), (5, 6)]"
415,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6)]"
416,7,"[(0, 3), (0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
